id,title,upload_date,plays_count,likes_count,reposts_count,comments_count,tags,url
364182392,Republik - Aku Takut.mp3,3 December 2017,6125269,90848,2240,461,,https://soundcloud.com/yuppie-sierra-564144992/republik-aku-takut-mp3
49195383,Justin Timberlake - What Goes Around... Comes Around (instrumental cover),10 June 2012,2670630,35170,1287,200,"Cover, Justin, Timberlake, What, Goes, Around, Comes, instrumental, cover, guitar, d, rums, violin, bass, keyboards/synth",https://soundcloud.com/dimitritalandier/justin-timberlake-what-goes
74063923,Michael Jackson  You are not alone,8 January 2013,1851275,32193,936,446,Indie,https://soundcloud.com/jose-gabriel-peralta-diaz/michael-jackson-you-are-not
169618540,Sam Smith - Good Thing,28 September 2014,944124,10211,839,24,"samsmith, goodthing",https://soundcloud.com/shelbykitka/sam-smith-good-thing
160928696,Sam Smith- I'm Not The Only One (Live from TODAY),30 July 2014,12965276,135528,5641,627,"Sam Smith, I'm Not the Only",https://soundcloud.com/sam-smith-nation/sam-smith-im-not-the-only-one-live-from-today
332239193,Dua Lipa - New Rules,8 July 2017,34274155,560475,15721,3480,,https://soundcloud.com/astronaut5/dupa-lipa-new-rules
78524634,Hey There Delilah - Plain White T's Cover,9 February 2013,1402389,13983,2102,447,"Hey There Delilah, Jasmine Thompson, Tantrumjas, Plain White T's",https://soundcloud.com/jasmine-thompson/hey-there-delilah-edit-6
294364661,Weird Genius - DPS,23 November 2016,1844610,27011,730,260,Electronic,https://soundcloud.com/ar1013/weird-genius-dps
395256405,DOLF & Weird Genius - Dreams ft. Rochelle [OUT NOW],6 February 2018,2597745,31759,1058,257,Dance en EDM,https://soundcloud.com/barongfamily/dolf-weird-genius-dreams-ft-rochelle
340568813,Weird Genius - Sweet Scar (ft. Prince Husein),2 September 2017,5436926,79956,1442,906,"EDM, Weird Genius",https://soundcloud.com/rap6x/weird-genius-sweet-scar-ft-prince-husein
126310315,SouQy - Aku Sayang Banget Sama Kamu (ASBSK),24 December 2013,4678101,69853,2235,469,"souqy, Akusayangbangetsama, ASBSK",https://soundcloud.com/souqy-official/souqy-aku-sayang-banget-sama
412419201,Anji - Menunggu Kamu (Onyex Cover).mp3,12 March 2018,6240926,84619,1919,155,,https://soundcloud.com/rizky-onyex/anji-menunggu-kamu-onyex-cover
375644780,Azmi pernah,28 December 2017,3466833,50382,1436,95,,https://soundcloud.com/yuli-ana-256000926/azmi-pernah
109718537,Sammy Simorangkir - Kau Harus Bahagia,10 September 2013,2012366,19686,2873,273,Pop,https://soundcloud.com/m_alifh/sammy-simorangkir-kau-harus
89677284,Nineball - Hingga Akhir Waktu,27 April 2013,5489818,66811,1578,537,,https://soundcloud.com/shopyan/nineball-hingga-akhir-waktu
425640993,Bad,13 April 2018,1639550,23506,481,439,Pop,https://soundcloud.com/christophermusiccom/bad
442031667,Bella Thorne - Walk With Me (Lyrics) - charlie's song midnight sun,10 May 2018,570782,11278,336,192,"romantic, midnight sun, Bella, Thorne, charlie, s, song, midnight, sun",https://soundcloud.com/tony-ebrahem/bella-thorne-walk-with-me-lyrics
336857819,Lauv - I Like Me Better (Ruhde Remix),8 August 2017,2605355,45201,5735,252,"Dance & EDM, Electronic, Lauv, I Like Me Better, Ruhde, Remix",https://soundcloud.com/auxlondon/lauv
338254070,Colonel Bagshot - Six Days War (Mahmut Orhan Remix),17 August 2017,4295099,79152,8501,1285,"Deep House, Deep House",https://soundcloud.com/mahmutorhanpodcast/six-days-war
184880236,İlle De Aşk,7 January 2015,960122,12128,445,67,"mustafa, ceceli, kalpten, 2014, albüm, albums, songs, şarkıları, playlist, turkey, türkiye, türkçe, turkish, Pop, Music, müzik, Download, illedeaşk",https://soundcloud.com/mustafaceceli/lle-de-a-k
184880245,Islak İmza,7 January 2015,285501,2887,146,0,"mustafa, ceceli, kalpten, 2014, albüm, albums, songs, şarkıları, playlist, turkey, türkiye, türkçe, turkish, Pop, Music, müzik, Download, islak, ıslak, imza",https://soundcloud.com/mustafaceceli/islak-mza
213629163,Miracle + X Ambassadors - Renegades,7 July 2015,6517617,73664,4717,485,"Miracle, X Ambassadors, Renegades",https://soundcloud.com/miracleisiller/miracle-x-ambassadors-renegades
174436098,X Ambassadors - Unsteady,30 October 2014,5024193,63397,2465,553,music,https://soundcloud.com/merrve/x-ambassadors-unsteady
637045419,OBOY Feat. Aya Nakamura & Dopebwoy - Je M'en Tape (Tomy B Intro)[FREE DOWNLOAD],15 June 2019,106987,2314,639,817,"Hip-hop & Rap, Oboy, omega, newalbum, aya, ayanakamura, leside, prod, dopebwoy, France, frenchmusic, tomyb, intro, club",https://soundcloud.com/dj-tomyb/oboy-feat-aya-nakamura-dopebwoy-je-men-tape-tomy-b-intro
272609045,SEETI TE SEETI HARD DHOLKI MIX DJ JASWANT,7 July 2016,6040,74,1,0,,https://soundcloud.com/user-178529649-155606573/seeti-te-seeti-hard-dholki-mix-dj-jaswant
137895851,Raaton ko uth uth kar - Gurdas Maan,5 March 2014,180872,2785,163,5,"punjabi, gurdas maan",https://soundcloud.com/jagbir-chahal-1/raaton-ko-uth-uth-kar-gurdas
25880508,Long Da Lishkara,19 October 2011,16258,135,22,2,"punjabi, long, da, lihkara, s, dj, man, up, djmanup, 2011, punjabi, dhol, remix, bhangra",https://soundcloud.com/dj-man-up/long-da-lishkara
155206208,Kick  Jumme Ki Raat    Salman Khan   Jacqueline Fernandez   Mika Singh,20 June 2014,1105212,15545,1032,174,"Kick, Jumme, Ki, Raat, Salman, Khan, Jacqueline, Fernandez, Mika, Singh",https://soundcloud.com/kick-salman-khan/kick-jumme-ki-raat-salman-khan-jacqueline-fernandez-mika-singh
31885136,Subha Hone Na Deen |Mika Singh & Shefali Alvares|,29 December 2011,1420408,22859,490,54,"Bollywood Music, Bollywood-Songs, New-Indian-Songs",https://soundcloud.com/hzk-95/subha-hone-na-deen
327105366,"무제(無題) (Untitled, 2014) G-DRAGON",8 June 2017,595411,4754,143,47,"R&B & Soul, R&B / Soul, GDRAGON, UNTITLED, GD, 권지용",https://soundcloud.com/schwd/untitled-2014-g-dragon
325444027,TWICE (트와이스) - SIGNAL & Only 너 & SOMEONE LIKE ME,1 June 2017,2397270,28073,524,248,"K-Pop, K-Pop",https://soundcloud.com/user-848993458-603251010/twice-signal-only-someone-like-me
324224226,아이유(IU) - Palette 팔레트 Acoustic Ver.(소풍Live),24 May 2017,2184875,28111,804,254,"Pop, IU, Palette, 아이유, 팔레트, 소풍",https://soundcloud.com/meke_sound/iu-palette-acoustic-verlive
325805107,PRODUCE 101 (국민의 아들) - NEVER,3 June 2017,1827332,15520,835,85,Dance,https://soundcloud.com/l2share55/produce-101-never
301336054,The Script - Breakeven,7 January 2017,4237921,50599,577,442,,https://soundcloud.com/cloud-strife-449643615/the-script-breakeven
435397386,Avicii - Without You (Tribute to Avicii Remix),26 April 2018,463,2,1,1,"avicii, tribute, Remix, tropical, Classical, withoutyou, without, you, sandro, cavazza",https://soundcloud.com/beanieweden/avicii-without-you-tribute-remix-to-avicii-1
567093579,풍경 by V of BTS,30 January 2019,199724978,1156854,102322,146002,"풍경, BTS, V ",https://soundcloud.com/bangtan/kimv01
663465434,Winter Bear By V Of BTS,9 August 2019,142537833,925058,61492,99136,"V, 방탄소년단, BTS, WINTERBEAR",https://soundcloud.com/bangtan/kimv02
290801876,"SEVENTEEN Mixtape vol.12-'Check-In' (HIPHOP TEAM - S.COUPS, WONWOO, MINGYU, VERNON)",31 October 2016,2358353,59898,7120,1174,"Hip-hop & Rap, SEVENTEEN, 세븐틴, Check-In , S.COUPS, 에스쿱스, WONWOO, 원우, MINGYU, 민규, VERNON, 버논",https://soundcloud.com/pledis_seventeen/seventeen-mixtape-vol12-check-in-hiphop-team-scoups-wonwoo-mingyu-vernon
517966944,MONSTA X - Shoot Out,22 October 2018,1782117,32608,566,385,Rap / Hip-hop,https://soundcloud.com/l2share77/monsta-x-shoot-out
221314050,"송민호, 지코 (MINO, ZICO)   Okey Dokey",29 August 2015,3218419,52685,1333,1174,mino #zico #rap #hiphop #smtm4 #mnet,https://soundcloud.com/mino23/mino-zico-okey-dokey
219509639,VIXX LR (빅스LR) - Beautiful Liar (Full Audio),17 August 2015,990196,11769,493,67,"vixx, LR, beautiful liar, kpop",https://soundcloud.com/leixx/vixx-lr-lr-beautiful-liar-full-audio
113317428,방탄소년단 - Beautiful,1 October 2013,10376334,288419,16723,4716,"BTS, j-hope, Rap, Monster, supreme, boi, Mariah, Carey, Miguel",https://soundcloud.com/bangtan/beautiful
209365811,방탄소년단 We Are Bulletproof PT1 4 BEGINS Ruff,8 June 2015,7024188,221410,17884,6334,"BTS, Bulletproof, begins, 방탄",https://soundcloud.com/bangtan/we-are-bulletproof-pt1-4-begins-ruff
63677652,Big Bang - Sunset Glow,17 October 2012,269193,2505,87,12,,https://soundcloud.com/audrey-oviedo/big-bang-sunset-glow
200947039,GOT7 Bounce,15 April 2015,175175,2495,93,9,GOT7,https://soundcloud.com/ek9sp2yv0ksw/got7-bounce
178873636,Good Boy,27 November 2014,1617210,30205,986,420,"Hip-Hop, GDxTaeyang, GoodBoy",https://soundcloud.com/user523814593/good-boy-1
155785652,탑독ToppDogg (Cover) TAEYANG - Eyes Nose Lips (태양 - 눈코입),24 June 2014,86221,690,31,5,"toppdogg, cover, taeyang, eyesnoselips",https://soundcloud.com/yanoseo/toppdogg-cover-taeyang-eyes-nose-lips
87911854,Lee Hi - Rose ft CL (2NE1) |Studio Version|,15 April 2013,1069942,13667,956,102,"rose, lee, hi, ft, cl, 2ne1",https://soundcloud.com/adithain_style/lee-hi-rose-ft-cl-2ne1-studio
50201302,2NE1 - BE MINE,20 June 2012,734780,5892,681,67,"Kpop, 2NE1, BEMINE, INTEL, ULTRABOOK, MAKETHUMBNOISE",https://soundcloud.com/2ne1-bigbang-mongolian-2/2ne1-be-mine
137346587,CL - MTBD (2NE1 CRUSH),1 March 2014,1856044,23675,1507,207,"Hip Hop, 2NE1, CL",https://soundcloud.com/dragon-fly-8/cl-mtbd-2ne1-crush
181594309,"SEVENTEEN Mixtape vol.6- 'NO FLEX ZONE' (Chan, Mingyu, Wonwoo)",15 December 2014,822700,22461,1800,749,"seventeen, no flex zone, chan, mingyu, wonwoo",https://soundcloud.com/pledis_seventeen/play-seventeen17-seventeen-mixtape-vol6-no-flex-zone-chan-mingyu-wonwoo
167263511,TEAM B : Wait for me [기다려],11 September 2014,232516,2137,183,5,"TEAM B, K-Pop",https://soundcloud.com/tiger_hanbin/team-b-wait-for-me
48199264,Big Bang - La La La (English Version),1 June 2012,325409,3670,156,23,,https://soundcloud.com/inno-yan/big-bang-la-la-la-english
5772444,SHINee - Hello,3 October 2010,1409605,17298,1278,339,,https://soundcloud.com/junmin501/shinee-hello
1045935871,"Way Ched (웨이체드) - Why do u say (Feat. MOON, ASH ISLAND), EVERYTHING, RIDERS",10 May 2021,81436,1280,15,12,"Hip-hop & Rap, Way Ched, 웨이체드, MOON, ASH ISLAND, CHANGMO, BIBI, Coogie, Jay Park, Chin, UNEDUCATED KID, Tiger JK",https://soundcloud.com/hype892/audio-2021311
1095676129,SOLE (쏠) - 곁에 있어줘 (Feat. 원슈타인 (Wonstein)) (Stay With Me),28 July 2021,67336,1536,15,8,,https://soundcloud.com/l2share138/sole-feat-wonstein-stay-with-me
1130927101,Choi Yu Ree (최유리) - 바람 (Wish) (Hometown Cha-Cha-Cha 갯마을 차차차 OST Part 4),25 September 2021,283679,5158,101,74,,https://soundcloud.com/l2shareost36/choi-yu-ree-wish-hometown-cha-cha-cha-ost-part-4
1121552716,"황현조,김예지,황린,박다울 - Legends Never Die [슈퍼밴드2]",9 September 2021,11449,350,4,7,"슈퍼밴드2, SUPERBAND2",https://soundcloud.com/syubaen-v2/legends-never-die-2
1136321920,aespa (에스파) - Savage,5 October 2021,1192382,23836,281,461,aespa Savage,https://soundcloud.com/l2share141/aespa-savage
833810287,Still With You by JK of BTS,4 June 2020,77592168,1526704,141054,320040,"BTS, JK, JUNGKOOK",https://soundcloud.com/bangtan/thankyouarmy2020
551801490,약속 By JIMIN Of BTS,30 December 2018,295936720,1539370,130962,232694,"BTS, JIMIN, 지민",https://soundcloud.com/bangtan/firstjiminpresent
247123808,Nothing Like Us (cover) By JK Of BTS,16 February 2016,21684993,612646,36727,15557,"Nothing, Like, Us, Justin, Bieber, JK, BTS",https://soundcloud.com/bangtan/nothing-like-us-cover-by-jk-of-bts
278175744,10. so far away (Feat. 수란 (SURAN)),15 August 2016,7426548,235118,11440,4496,Hip Hop/Rap,https://soundcloud.com/bangtan/agustd110
278175720,"09. Interlude ; Dream, Reality",15 August 2016,4126203,129991,6232,1087,Hip Hop/Rap,https://soundcloud.com/bangtan/agustd109
340299630,2U (cover) By JK Of BTS,31 August 2017,25516488,735444,53444,23759,"bts, jungkook, bangtan, 2u",https://soundcloud.com/bangtan/20170901jkbday
459958098,BLACKPINK - FOREVER YOUNG,18 June 2018,1156758,22720,277,722,,https://soundcloud.com/bangtan-lyrics/blackpink-forever-young
329471802,BLACKPINK - As If It's Your Last,22 June 2017,14400372,197884,4752,4680,Dance,https://soundcloud.com/9flawless/blackpink-as-if-its-your-last
277386211,BLACKPINK - BOOMBAYAH (붐바야),9 August 2016,9321667,148936,2498,4489,,https://soundcloud.com/lee-seungri-751943596/blackpink-boombayah
516750339,"Dua Lipa, BLACKPINK - Kiss and Make Up",19 October 2018,10536214,164358,3094,3055,"Pop, Dua Lipa Kiss and Make Up, Kiss and Make Up, Dua Lipa, BLACKPINK Kiss and Make Up",https://soundcloud.com/l2share59/dua-lipa-blackpink-kiss-and-make-up
277341570,BLACKPINK - WHISTLE,8 August 2016,4899184,84775,1414,2154,KPOP,https://soundcloud.com/genrse/blackpink-whistle
246388593,"jay park - solo (english cover - jrekml, impaofsweden, ezylite, salvmaknae)",11 February 2016,93256,1397,124,20,"jay park, solo, cha cha malone, solo ft. hoody, english cover, salvmaknae, jre, ezylite, impa",https://soundcloud.com/salvmaknae/jay-park-solo-english-cover-jrekml-impaofsweden-ezylite-salvmaknae
250683708,JAY PARK - ALL I WANNA DO PROD. BY CHA CHA MALONE,8 March 2016,5259175,67709,5809,525,Hip-hop & Rap,https://soundcloud.com/aomgofficial/jay-park-all-i-wanna-do-prod-by-cha-cha-malone
238928271,PAPER HEARTS(cover) by JK Of BTS,24 December 2015,25494069,645463,40137,15542,"방탄소년단, 정국, JK",https://soundcloud.com/bangtan/paper-heartscover-by-jk-of-bts
72172504,All I Do Is Win by SUGA,22 December 2012,1939249,106742,9808,2357,HIPHOP,https://soundcloud.com/bangtan/mix-final-1
81901062,EXO - 365,5 March 2013,2289334,33485,2036,311,"exo, 365",https://soundcloud.com/simplyloveholic/exo-365
101980065,EXO-K – Wolf (EXO-K Ver.),21 July 2013,1544080,27834,799,256,,https://soundcloud.com/dearwish4/exo-k-wolf-exo-k-ver
292312291,EXO - Monster & Artificial Love & Cloud 9,10 November 2016,3985679,59146,1235,788,"K-Pop, K-Pop",https://soundcloud.com/user-517538599/exo-monster-artificial-love-cloud-9
1036884502,ENHYPEN (엔하이픈) - Drunk-Dazed,26 April 2021,863750,20690,214,440,"drunk dazed enhypen, 엔하이픈 drunk dazed , ENHYPEN (엔하이픈) 'Drunk-Dazed' ",https://soundcloud.com/l2share129/enhypen-drunk-dazed
278175819,02. Agust D,15 August 2016,22664116,582450,20882,18344,Hip Hop/Rap,https://soundcloud.com/bangtan/agustd102
325661098,"So Far Away (SUGA, 진, 정국 Ver.)",14 June 2017,22629042,656819,47339,19993,"SUGA, BTS, JIN, JUNGKOOK",https://soundcloud.com/bangtan/sofarawayfesta
825613444,대취타,22 May 2020,13293711,413582,23787,19428,Hip-hop & Rap,https://soundcloud.com/bangtan/daechwita
995435044,Blue Side by j-hope of BTS,1 March 2021,7820873,390557,29257,58125,"방탄소년단, BTS, j-hope, 제이홉",https://soundcloud.com/bangtan/0302hopeworld_blueside
865981864,10000 Hours (cover) by JK of BTS,28 July 2020,27119439,884760,71037,150150,"정국, 방탄소년단, JK, BTS",https://soundcloud.com/bangtan/10000hourswitharmy
239266042,BTS Jungkook - Paper Hearts (Empty Arena Version),27 December 2015,304863,5614,131,38,"bts, jungkook, paper hearts, cover, empty arena, bangtan",https://soundcloud.com/kimseokjxn/bts-jungkook-paper-hearts-empty-arena-version
327128519,네시 (4 O'CLOCK) - R&V,8 June 2017,83071527,1048774,79354,45663,"bts, rm, v, bangtan",https://soundcloud.com/bangtan/4oclockrmv
238510840,1 VERSE by Jhope,21 December 2015,9120876,313044,29429,15485,"jhope, BTS, verse",https://soundcloud.com/bangtan/1-verse-by-jhope
278175802,03. give it to me,15 August 2016,9564757,251944,9650,3178,Hip Hop/Rap,https://soundcloud.com/bangtan/agustd103
739094947,ATEEZ - Answer,6 January 2020,1483257,27743,417,764,"Dance & EDM, ateez answer, 에이티즈, ATEEZ, Answer",https://soundcloud.com/l2share95/ateez-answer
167396159,T-ARA - Sugar Free,12 September 2014,1534492,17863,685,83,mp3,https://soundcloud.com/tokkitokkii/audio-tara-sugar-free
1103333,Shinee- Replay,12 December 2009,1736955,25143,1308,537,,https://soundcloud.com/lovereaction/shinee-replay
160515790,SISTAR- Touch My Body  Acoustic Ver.,27 July 2014,857426,8605,722,54,"sistar, k-pop",https://soundcloud.com/miraclek-1/sistar-touch-my-body-acoustic-ver
171939539,iKON Jinhwan Team - I Want You,13 October 2014,9599,63,10,0,"kpop, ygentertainment, ikon, trainee, asia, asian, cover, korea",https://soundcloud.com/jinhwanbaby/jinhwan-team-i-want-you
203287118,Big Bang - Loser,30 April 2015,5133317,67567,2697,523,"K-Pop, BIGBANG, 2015",https://soundcloud.com/mai_g33z/big-bang-loser
208274306,Big Bang - Bang Bang Bang,1 June 2015,401750,6189,177,23,"K-Pop, BIGBANG, 2015",https://soundcloud.com/mai_g33z/big-bang-bang-bang-bang
208274951,Big Bang - We Like 2 Party,1 June 2015,1504223,18981,635,83,"K-Pop, BIGBANG, 2015",https://soundcloud.com/mai_g33z/big-bang-we-like-2-party
212652961,IF YOU - BIG BANG,30 June 2015,4235958,49197,2382,327,"BigBang, GD, TOP, TaeYang, Daesung, Seungri",https://soundcloud.com/hixle-bi/if-you-big-bang
212652010,Big Bang - Sober,30 June 2015,2435918,31499,1211,175,"K-Pop, BIGBANG, 2015",https://soundcloud.com/mai_g33z/big-bang-sober
100417429,Born Singer by 방탄소년단,10 July 2013,17007736,486087,28923,12134,"HIPHOP, BTS, BANGTAN, HIPHOP, Born, Singer",https://soundcloud.com/bangtan/born-singer-bts-130710
208094858,안아줘(Hug me),31 May 2015,33167962,404793,23942,9629,"방탄소년단, V, j-hope, 안아줘",https://soundcloud.com/bangtan/hug-me
182923526,"Christmas Day By JIMIN, JUNGKOOK Of BTS",24 December 2014,11623180,319775,16587,7202,"Christmas, BTS",https://soundcloud.com/bangtan/christmas-day-by-jimin-jungkook-of-bts
196791213,06 농담,20 March 2015,3379004,146521,11086,2604,"RM,, HIPHOP,, Rap Monster",https://soundcloud.com/bangtan/06-1
877172803,ITZY - 'Not Shy' [Mini Album],17 August 2020,276690,4247,31,73,,https://soundcloud.com/valeandres012/itzy-not-shy-mini-album
277445236,I'm Gonna Be A  Star,9 August 2016,224932,3045,62,82,,https://soundcloud.com/ohhhhyeahhhh/im-gonna-be-a-star
134609586,GOT7 Mark & JB - We All Try,13 February 2014,481353,8004,503,99,"GOT7, Mark, JB, We All Try",https://soundcloud.com/nandaalifandra/got7-mark-jb-we-all-try
233001779,Monsta X Hero - BTS Dope [MASHUP],14 November 2015,548667,7777,319,193,"bts, bangtan boys, dope, monsta x, hero, mashup, kpop, Hip Hop, remix",https://soundcloud.com/ayeitsanjayxo/monsta-x-hero-bts-dope-mashup
235892548,난 너를 사랑해 (cover) By Jin Of BTS,3 December 2015,12254892,332143,25437,13625,"방탄소년단, 난너를사랑해, 진",https://soundcloud.com/bangtan/cover-by-jin-of-bts
449262792,wanna one - burn it up,26 May 2018,163280,2507,28,17,,https://soundcloud.com/paola-isabel-680456812/wanna-one-burn-it-up
585245013,EXO - LOVE SHOT (cover),5 March 2019,13045,100,1,11,,https://soundcloud.com/evisantoso98/exo-love-shot
525645651,EXO (엑소) - TEMPO (템포) [8D USE HEADPHONE] 🎧,6 November 2018,228097,4366,69,94,"kpop, kpop, 8d kpop, 8d, exo, exo tempo, exo 8d, exo tempo 8d",https://soundcloud.com/soumaya-jay/exotempo8d
638944125,Red Velvet - Zimzalabim,19 June 2019,2099290,32225,458,817,"Red Velvet, Zimzalabim, 짐살라빔, 레드벨벳, Red Velvet Zimzalabim, Zimzalabim Red Velvet",https://soundcloud.com/l2share49/red-velvet-zimzalabim
654315530,What a life,21 July 2019,348469,6598,187,193,,https://soundcloud.com/l2shareexo3/what-a-life
662356382,로켓펀치 (Rocket Punch) - BIM BAM BUM (빔밤붐),7 August 2019,414290,4598,107,82,"PINK PUNCH, 로켓펀치, Rocket Punch, BIM BAM BUM, 빔밤붐, Rocket Punch BIM BAM BUM",https://soundcloud.com/l2share86/bim-bam-bum
657629015,ITZY - ICY,28 July 2019,3646197,51467,639,2106,"ITZY, ICY, ITZY ICY, 있지, IT'z ICY, ICY ITZY",https://soundcloud.com/l2share86/itzy-icy
584689833,선미 (SUNMI) - Noir (누아르),4 March 2019,1338697,22485,428,178,"Dance, SUNMI Noir, Noir SUNMI , 누아르",https://soundcloud.com/l2share78/sunmi-noir
346221852,뉴이스트 W (NU'EST W) - WHERE YOU AT,10 October 2017,739570,10091,359,29,Dance,https://soundcloud.com/l2share61/w-nuest-w-where-you-at
350584651,[Full Album] Highlight(하이라이트) - CELEBRATE (2nd Mini Album),3 November 2017,53154,653,18,4,"Dance & EDM, KPOP, HIGHLIGHT",https://soundcloud.com/kpop-zoneid/full-album-highlight-celebrate-2nd-mini-album
333999159,AKMU (악동뮤지션) - MY DARLING,20 July 2017,136295,1229,26,2,Folk & Singer-Songwriter,https://soundcloud.com/user-100956585/akmu-my-darling
333999020,AKMU (악동뮤지션) - DINOSAUR,20 July 2017,177492,1650,35,3,Folk & Singer-Songwriter,https://soundcloud.com/user-100956585/akmu-dinosaur
309932348,CODE KUNST(feat. BewhY YDG & Suran) - Beside Me,28 February 2017,94469,1290,40,3,Hip-hop & Rap,https://soundcloud.com/user-100956585/code-kunstfeat-bewhy-ydg-suran-beside-me
301219255,Ailee (에일리) - 첫눈처럼 너에게 가겠다 (I Will Go To You Like The First Snow) [Goblin - 도깨비 OST Part 9],6 January 2017,9587209,74122,2764,658,OST,https://soundcloud.com/l2shareost11/ailee-i-will-go-to-you-like-the-first-snow-goblin-ost-part-9
278175831,01. Intro ; Dt sugA (Feat. DJ Friz),15 August 2016,6518423,179966,8904,2443,Hip Hop/Rap,https://soundcloud.com/bangtan/agustd101
321921051,AGUST D - give it to me,10 May 2017,434233,8024,151,112,Hip-hop & Rap,https://soundcloud.com/gyuvancci/agust-d-give-it-to-me
178725075,Like A Cat - AOA,26 November 2014,304887,4028,38,88,"aoa, K-Pop",https://soundcloud.com/ernchern/like-a-cat-aoa
137448730,AOA - 짧은 치마(Miniskirt) 어쿠스틱버전 (Acoustic ver.),2 March 2014,84018,676,30,8,"kpop, aoa, miniskirt, acoustic, official, choa, jimin, hyejeong, kpop",https://soundcloud.com/ohobrat/aoa-miniskirt-acoustic-ver
825613267,사람,22 May 2020,7433926,250016,17495,8800,Hip-hop & Rap,https://soundcloud.com/bangtan/people
906617239,BTS (In The Soop) Original Sound Track,8 October 2020,212474,9427,138,172,Pop,https://soundcloud.com/bangtansonyeondan_bts/bts-in-the-soop-original-sound
200285897,Something (RM),11 April 2015,37636,1525,38,15,BTS,https://soundcloud.com/btsarmy613/something-rm
705953464,지코 (ZICO) - Balloon,31 October 2019,308490,4623,131,51,"R&B & Soul, R&B, Soul",https://soundcloud.com/l2share93/zico-balloon
709725346,지코 (ZICO) - 꽃말 (Feat. 제휘 (Jehwi)),8 November 2019,77049,1318,39,9,"Ballad, Ballad",https://soundcloud.com/l2share93/zico-feat-jehwi
712616884,마마무 (MAMAMOO) - HIP,14 November 2019,4320876,64149,876,1182,"Dance & EDM, MAMAMOO HIP, 마마무 HIP",https://soundcloud.com/l2share93/mamamoo-hip
723566470,SUGA's Interlude,6 December 2019,500049,11381,296,285,Pop,https://soundcloud.com/l2share90/sugas-interlude
722689639,"IU - Blueming, Love poem, Lullaby",4 December 2019,336057,4830,80,42,Blueming,https://soundcloud.com/l2share93/blueming-love-poem-lullaby
252679201,[PRODUCE 101 - 35 Girls 5 Concepts] 마카롱 꿀떡 (Macaroon Honey Dduk) - Yum-Yum (얌얌),18 March 2016,1329642,3393,164,9,Pop,https://soundcloud.com/905650806/produce-101-35-girls-5-concepts-macaroon-honey-dduk-yum-yum
252677226,[PRODUCE 101 - 35 Girls 5 Concepts] 소녀온탑 (Girls On Top) - 같은 곳에서 (In the Same Place),18 March 2016,1870168,4304,195,37,Pop,https://soundcloud.com/905650806/produce-101-35-girls-5-concepts-girls-on-top-in-the-same-place
155459181,[Official] Beast - Good Luck,22 June 2014,548899,5531,280,78,,https://soundcloud.com/dewa-satya-1/official-beast-good-luck
181002493,"(Cover By High.D, SONAMOO) And I Am Telling You I'm Not Going - Jennifer Hudson",11 December 2014,13656,113,7,2,SONAMOO,https://soundcloud.com/sonamoo-1/cover-by-highd-sonamoo-and-i-am-telling-you-im-not-going-jennifer-hudson
53672800,02 The Shadow - BoA,22 July 2012,61360,459,23,3,KPOP,https://soundcloud.com/lucas-rodrigues12/02-the-shadow-boa
11403982,TRAX - 오! 나의 여신님 (Oh! My Goddess),3 March 2011,36591,296,24,0,"rock, trax, jay, jungmo",https://soundcloud.com/kradylla25/trax-oh-my-goddess
3514086,Lee Hyori - 10 Minutes,18 June 2010,166254,1622,128,12,,https://soundcloud.com/nyan-wanderer/lee-hyori-10-minutes
126787234,FX  (HOT SUMMER),28 December 2013,330362,4474,171,34,K-Pop,https://soundcloud.com/blackkiss9/fx-hot-summer
519586092,Steve Aoki - Waste It On Me feat. BTS,25 October 2018,9389300,182918,6951,5714,"Dance & EDM, steve aoki, bts, waste it on me",https://soundcloud.com/steveaoki/steve-aoki-waste-it-on-me-feat-bts
445774665,BTS - FAKE LOVE,18 May 2018,8191448,164377,2933,6050,"Rap, Hip Hop",https://soundcloud.com/l2sharebts2/bts-fake-love-1
634448904,Euphoria (DJ Swivel Forever Mix)by JK,10 June 2019,23160477,602959,42008,49233,"BTS, JK, 정국, 방탄소년단, 유포리아, Euphoria",https://soundcloud.com/bangtan/euphoria2019festa
489955644,BTS - IDOL,24 August 2018,8374932,168648,3555,5923,"IDOL BTS, BTS IDOL, BTS Euphoria, BTS IDOL (Feat. Nicki Minaj)",https://soundcloud.com/l2sharebts/idol-bts
896191102,stray kids (danceracha)- wow (slowed + reverb),20 September 2020,46924,1169,17,37,,https://soundcloud.com/rainidayz/wow
1136961682,Stray Kids - Scars,6 October 2021,41129,1550,35,27,,https://soundcloud.com/l2share136/stray-kids-scars
724888747,"Stray Kids - 바람 (Levanter), STOP, Booster, Sunshine, You Can STAY",9 December 2019,208955,4705,81,141,"Dance & EDM, Stray Kids Levanter",https://soundcloud.com/l2share92/stray-kids-levanter-stop-booster-sunshine-you-can-stay
974281693,현아 (HyunA) - I'm Not Cool,28 January 2021,1202128,22949,226,468,"Dance & EDM, HyunA I'm Not Cool, HyunA Im Not Cool, 현아 I'm Not Cool",https://soundcloud.com/l2share121/hyuna-im-not-cool
938578177,KAI - Mmmh (음),30 November 2020,2001449,37893,472,1103,"Dance & EDM, KAI Mmmh, 음, 카이 음",https://soundcloud.com/l2shareexo2/kai-mmmh
